#field RA        DEC
20588 136.3636  10.9091
30588 136.3636 -10.9091
20589 139.0909  10.9091
30589 139.0909 -10.9091
20590 141.8182  10.9091
30590 141.8182 -10.9091
20591 144.5455  10.9091
30591 144.5455 -10.9091
20592 147.2727  10.9091
30592 147.2727 -10.9091
20593 150.0000  10.9091
30593 150.0000 -10.9091
20594 152.7273  10.9091
30594 152.7273 -10.9091
20595 155.4545  10.9091
30595 155.4545 -10.9091
20596 158.1818  10.9091
30596 158.1818 -10.9091
20597 160.9091  10.9091
30597 160.9091 -10.9091
20598 163.6364  10.9091
30598 163.6364 -10.9091
20599 166.3636  10.9091
30599 166.3636 -10.9091
20600 169.0909  10.9091
30600 169.0909 -10.9091
20601 171.8182  10.9091
30601 171.8182 -10.9091
20602 174.5455  10.9091
30602 174.5455 -10.9091
20603 177.2727  10.9091
30603 177.2727 -10.9091
20604 180.0000  10.9091
30604 180.0000 -10.9091
20605 182.7273  10.9091
30605 182.7273 -10.9091
20606 185.4545  10.9091
30606 185.4545 -10.9091
20607 188.1818  10.9091
30607 188.1818 -10.9091
20608 190.9091  10.9091
30608 190.9091 -10.9091
20609 193.6364  10.9091
30609 193.6364 -10.9091
20610 196.3636  10.9091
30610 196.3636 -10.9091
20611 199.0909  10.9091
30611 199.0909 -10.9091
20612 201.8182  10.9091
30612 201.8182 -10.9091
20613 204.5455  10.9091
30613 204.5455 -10.9091
20614 207.2727  10.9091
30614 207.2727 -10.9091
20615 210.0000  10.9091
30615 210.0000 -10.9091
20616 212.7273  10.9091
30616 212.7273 -10.9091
20617 215.4545  10.9091
30617 215.4545 -10.9091
20618 218.1818  10.9091
30618 218.1818 -10.9091
20619 220.9091  10.9091
30619 220.9091 -10.9091
20620 223.6364  10.9091
30620 223.6364 -10.9091
20621 226.3636  10.9091
30621 226.3636 -10.9091
20622 229.0909  10.9091
30622 229.0909 -10.9091
20623 231.8182  10.9091
30623 231.8182 -10.9091
20624 234.5455  10.9091
30624 234.5455 -10.9091
20625 237.2727  10.9091
30625 237.2727 -10.9091
20626 240.0000  10.9091
30626 240.0000 -10.9091
20627 242.7273  10.9091
30627 242.7273 -10.9091
20628 245.4545  10.9091
30628 245.4545 -10.9091
20629 248.1818  10.9091
30629 248.1818 -10.9091
20630 250.9091  10.9091
30630 250.9091 -10.9091
20631 253.6364  10.9091
30631 253.6364 -10.9091
20632 256.3636  10.9091
30632 256.3636 -10.9091
20633 259.0909  10.9091
30633 259.0909 -10.9091
20634 261.8182  10.9091
30634 261.8182 -10.9091
20635 264.5455  10.9091
30635 264.5455 -10.9091
20636 267.2727  10.9091
30636 267.2727 -10.9091
20637 270.0000  10.9091
30637 270.0000 -10.9091
20638 272.7273  10.9091
30638 272.7273 -10.9091
20639 275.4545  10.9091
30639 275.4545 -10.9091
20640 278.1818  10.9091
30640 278.1818 -10.9091
20641 280.9091  10.9091
30641 280.9091 -10.9091
20642 283.6364  10.9091
30642 283.6364 -10.9091
20643 286.3636  10.9091
30643 286.3636 -10.9091
20644 289.0909  10.9091
30644 289.0909 -10.9091
20645 291.8182  10.9091
30645 291.8182 -10.9091
20646 294.5455  10.9091
30646 294.5455 -10.9091
20647 297.2727  10.9091
30647 297.2727 -10.9091
20648 300.0000  10.9091
30648 300.0000 -10.9091
20649 302.7273  10.9091
30649 302.7273 -10.9091
20650 305.4545  10.9091
30650 305.4545 -10.9091
20651 308.1818  10.9091
30651 308.1818 -10.9091
20652 310.9091  10.9091
30652 310.9091 -10.9091
20653 313.6364  10.9091
30653 313.6364 -10.9091
20654 316.3636  10.9091
30654 316.3636 -10.9091
20655 319.0909  10.9091
30655 319.0909 -10.9091
20656 321.8182  10.9091
30656 321.8182 -10.9091
20657 324.5455  10.9091
30657 324.5455 -10.9091
20658 327.2727  10.9091
30658 327.2727 -10.9091
20659 330.0000  10.9091
30659 330.0000 -10.9091
20660 332.7273  10.9091
30660 332.7273 -10.9091
20661 335.4545  10.9091
30661 335.4545 -10.9091
20662 338.1818  10.9091
30662 338.1818 -10.9091
20663 340.9091  10.9091
30663 340.9091 -10.9091
20664 343.6364  10.9091
30664 343.6364 -10.9091
20665 346.3636  10.9091
30665 346.3636 -10.9091
20666 349.0909  10.9091
30666 349.0909 -10.9091
20667 351.8182  10.9091
30667 351.8182 -10.9091
20668 354.5455  10.9091
30668 354.5455 -10.9091
20669 357.2727  10.9091
30669 357.2727 -10.9091
20670   0.0000  13.6364
30670   0.0000 -13.6364
20671   2.7481  13.6364
30671   2.7481 -13.6364
20672   5.4962  13.6364
30672   5.4962 -13.6364
20673   8.2443  13.6364
30673   8.2443 -13.6364
20674  10.9924  13.6364
30674  10.9924 -13.6364
20675  13.7405  13.6364
30675  13.7405 -13.6364
20676  16.4885  13.6364
30676  16.4885 -13.6364
20677  19.2366  13.6364
30677  19.2366 -13.6364
20678  21.9847  13.6364
30678  21.9847 -13.6364
20679  24.7328  13.6364
30679  24.7328 -13.6364
20680  27.4809  13.6364
30680  27.4809 -13.6364
20681  30.2290  13.6364
30681  30.2290 -13.6364
20682  32.9771  13.6364
30682  32.9771 -13.6364
20683  35.7252  13.6364
30683  35.7252 -13.6364
20684  38.4733  13.6364
30684  38.4733 -13.6364
20685  41.2214  13.6364
30685  41.2214 -13.6364
20686  43.9695  13.6364
30686  43.9695 -13.6364
20687  46.7176  13.6364
30687  46.7176 -13.6364
20688  49.4656  13.6364
30688  49.4656 -13.6364
20689  52.2137  13.6364
30689  52.2137 -13.6364
20690  54.9618  13.6364
30690  54.9618 -13.6364
20691  57.7099  13.6364
30691  57.7099 -13.6364
20692  60.4580  13.6364
30692  60.4580 -13.6364
20693  63.2061  13.6364
30693  63.2061 -13.6364
20694  65.9542  13.6364
30694  65.9542 -13.6364
20695  68.7023  13.6364
30695  68.7023 -13.6364
20696  71.4504  13.6364
30696  71.4504 -13.6364
20697  74.1985  13.6364
30697  74.1985 -13.6364
20698  76.9466  13.6364
30698  76.9466 -13.6364
20699  79.6947  13.6364
30699  79.6947 -13.6364
20700  82.4427  13.6364
30700  82.4427 -13.6364
20701  85.1908  13.6364
30701  85.1908 -13.6364
20702  87.9389  13.6364
30702  87.9389 -13.6364
20703  90.6870  13.6364
30703  90.6870 -13.6364
20704  93.4351  13.6364
30704  93.4351 -13.6364
20705  96.1832  13.6364
30705  96.1832 -13.6364
20706  98.9313  13.6364
30706  98.9313 -13.6364
20707 101.6794  13.6364
30707 101.6794 -13.6364
20708 104.4275  13.6364
30708 104.4275 -13.6364
20709 107.1756  13.6364
30709 107.1756 -13.6364
20710 109.9237  13.6364
30710 109.9237 -13.6364
20711 112.6718  13.6364
30711 112.6718 -13.6364
20712 115.4198  13.6364
30712 115.4198 -13.6364
20713 118.1679  13.6364
30713 118.1679 -13.6364
20714 120.9160  13.6364
30714 120.9160 -13.6364
20715 123.6641  13.6364
30715 123.6641 -13.6364
20716 126.4122  13.6364
30716 126.4122 -13.6364
20717 129.1603  13.6364
30717 129.1603 -13.6364
20718 131.9084  13.6364
30718 131.9084 -13.6364
20719 134.6565  13.6364
30719 134.6565 -13.6364
20720 137.4046  13.6364
30720 137.4046 -13.6364
20721 140.1527  13.6364
30721 140.1527 -13.6364
20722 142.9008  13.6364
30722 142.9008 -13.6364
20723 145.6489  13.6364
30723 145.6489 -13.6364
20724 148.3969  13.6364
30724 148.3969 -13.6364
20725 151.1450  13.6364
30725 151.1450 -13.6364
20726 153.8931  13.6364
30726 153.8931 -13.6364
20727 156.6412  13.6364
30727 156.6412 -13.6364
20728 159.3893  13.6364
30728 159.3893 -13.6364
20729 162.1374  13.6364
30729 162.1374 -13.6364
20730 164.8855  13.6364
30730 164.8855 -13.6364
20731 167.6336  13.6364
30731 167.6336 -13.6364
20732 170.3817  13.6364
30732 170.3817 -13.6364
20733 173.1298  13.6364
30733 173.1298 -13.6364
20734 175.8779  13.6364
30734 175.8779 -13.6364
20735 178.6260  13.6364
30735 178.6260 -13.6364
20736 181.3740  13.6364
30736 181.3740 -13.6364
20737 184.1221  13.6364
30737 184.1221 -13.6364
20738 186.8702  13.6364
30738 186.8702 -13.6364
20739 189.6183  13.6364
30739 189.6183 -13.6364
20740 192.3664  13.6364
30740 192.3664 -13.6364
20741 195.1145  13.6364
30741 195.1145 -13.6364
20742 197.8626  13.6364
30742 197.8626 -13.6364
20743 200.6107  13.6364
30743 200.6107 -13.6364
20744 203.3588  13.6364
30744 203.3588 -13.6364
20745 206.1069  13.6364
30745 206.1069 -13.6364
20746 208.8550  13.6364
30746 208.8550 -13.6364
20747 211.6031  13.6364
30747 211.6031 -13.6364
20748 214.3511  13.6364
30748 214.3511 -13.6364
20749 217.0992  13.6364
30749 217.0992 -13.6364
20750 219.8473  13.6364
30750 219.8473 -13.6364
20751 222.5954  13.6364
30751 222.5954 -13.6364
20752 225.3435  13.6364
30752 225.3435 -13.6364
20753 228.0916  13.6364
30753 228.0916 -13.6364
20754 230.8397  13.6364
30754 230.8397 -13.6364
20755 233.5878  13.6364
30755 233.5878 -13.6364
20756 236.3359  13.6364
30756 236.3359 -13.6364
20757 239.0840  13.6364
30757 239.0840 -13.6364
20758 241.8321  13.6364
30758 241.8321 -13.6364
20759 244.5802  13.6364
30759 244.5802 -13.6364
20760 247.3282  13.6364
30760 247.3282 -13.6364
20761 250.0763  13.6364
30761 250.0763 -13.6364
20762 252.8244  13.6364
30762 252.8244 -13.6364
20763 255.5725  13.6364
30763 255.5725 -13.6364
20764 258.3206  13.6364
30764 258.3206 -13.6364
20765 261.0687  13.6364
30765 261.0687 -13.6364
20766 263.8168  13.6364
30766 263.8168 -13.6364
20767 266.5649  13.6364
30767 266.5649 -13.6364
20768 269.3130  13.6364
30768 269.3130 -13.6364
20769 272.0611  13.6364
30769 272.0611 -13.6364
20770 274.8092  13.6364
30770 274.8092 -13.6364
20771 277.5573  13.6364
30771 277.5573 -13.6364
20772 280.3053  13.6364
30772 280.3053 -13.6364
20773 283.0534  13.6364
30773 283.0534 -13.6364
20774 285.8015  13.6364
30774 285.8015 -13.6364
20775 288.5496  13.6364
30775 288.5496 -13.6364
20776 291.2977  13.6364
30776 291.2977 -13.6364
20777 294.0458  13.6364
30777 294.0458 -13.6364
20778 296.7939  13.6364
30778 296.7939 -13.6364
20779 299.5420  13.6364
30779 299.5420 -13.6364
20780 302.2901  13.6364
30780 302.2901 -13.6364
20781 305.0382  13.6364
30781 305.0382 -13.6364
20782 307.7863  13.6364
30782 307.7863 -13.6364
20783 310.5344  13.6364
30783 310.5344 -13.6364
20784 313.2824  13.6364
30784 313.2824 -13.6364
20785 316.0305  13.6364
30785 316.0305 -13.6364
20786 318.7786  13.6364
30786 318.7786 -13.6364
20787 321.5267  13.6364
30787 321.5267 -13.6364
20788 324.2748  13.6364
30788 324.2748 -13.6364
20789 327.0229  13.6364
30789 327.0229 -13.6364
20790 329.7710  13.6364
30790 329.7710 -13.6364
20791 332.5191  13.6364
30791 332.5191 -13.6364
20792 335.2672  13.6364
30792 335.2672 -13.6364
20793 338.0153  13.6364
30793 338.0153 -13.6364
20794 340.7634  13.6364
30794 340.7634 -13.6364
20795 343.5115  13.6364
30795 343.5115 -13.6364
20796 346.2595  13.6364
30796 346.2595 -13.6364
20797 349.0076  13.6364
30797 349.0076 -13.6364
20798 351.7557  13.6364
30798 351.7557 -13.6364
20799 354.5038  13.6364
30799 354.5038 -13.6364
20800 357.2519  13.6364
30800 357.2519 -13.6364
20801   0.0000  16.3636
30801   0.0000 -16.3636
20802   2.7692  16.3636
30802   2.7692 -16.3636
20803   5.5385  16.3636
30803   5.5385 -16.3636
20804   8.3077  16.3636
30804   8.3077 -16.3636
20805  11.0769  16.3636
30805  11.0769 -16.3636
20806  13.8462  16.3636
30806  13.8462 -16.3636
20807  16.6154  16.3636
30807  16.6154 -16.3636
20808  19.3846  16.3636
30808  19.3846 -16.3636
20809  22.1538  16.3636
30809  22.1538 -16.3636
20810  24.9231  16.3636
30810  24.9231 -16.3636
20811  27.6923  16.3636
30811  27.6923 -16.3636
20812  30.4615  16.3636
30812  30.4615 -16.3636
20813  33.2308  16.3636
30813  33.2308 -16.3636
20814  36.0000  16.3636
30814  36.0000 -16.3636
20815  38.7692  16.3636
30815  38.7692 -16.3636
20816  41.5385  16.3636
30816  41.5385 -16.3636
20817  44.3077  16.3636
30817  44.3077 -16.3636
20818  47.0769  16.3636
30818  47.0769 -16.3636
20819  49.8462  16.3636
30819  49.8462 -16.3636
20820  52.6154  16.3636
30820  52.6154 -16.3636
20821  55.3846  16.3636
30821  55.3846 -16.3636
20822  58.1538  16.3636
30822  58.1538 -16.3636
20823  60.9231  16.3636
30823  60.9231 -16.3636
20824  63.6923  16.3636
30824  63.6923 -16.3636
20825  66.4615  16.3636
30825  66.4615 -16.3636
20826  69.2308  16.3636
30826  69.2308 -16.3636
20827  72.0000  16.3636
30827  72.0000 -16.3636
20828  74.7692  16.3636
30828  74.7692 -16.3636
20829  77.5385  16.3636
30829  77.5385 -16.3636
20830  80.3077  16.3636
30830  80.3077 -16.3636
20831  83.0769  16.3636
30831  83.0769 -16.3636
20832  85.8462  16.3636
30832  85.8462 -16.3636
20833  88.6154  16.3636
30833  88.6154 -16.3636
20834  91.3846  16.3636
30834  91.3846 -16.3636
20835  94.1538  16.3636
30835  94.1538 -16.3636
20836  96.9231  16.3636
30836  96.9231 -16.3636
20837  99.6923  16.3636
30837  99.6923 -16.3636
20838 102.4615  16.3636
30838 102.4615 -16.3636
20839 105.2308  16.3636
30839 105.2308 -16.3636
20840 108.0000  16.3636
30840 108.0000 -16.3636
20841 110.7692  16.3636
30841 110.7692 -16.3636
20842 113.5385  16.3636
30842 113.5385 -16.3636
20843 116.3077  16.3636
30843 116.3077 -16.3636
20844 119.0769  16.3636
30844 119.0769 -16.3636
20845 121.8462  16.3636
30845 121.8462 -16.3636
20846 124.6154  16.3636
30846 124.6154 -16.3636
20847 127.3846  16.3636
30847 127.3846 -16.3636
20848 130.1538  16.3636
30848 130.1538 -16.3636
20849 132.9231  16.3636
30849 132.9231 -16.3636
20850 135.6923  16.3636
30850 135.6923 -16.3636
20851 138.4615  16.3636
30851 138.4615 -16.3636
20852 141.2308  16.3636
30852 141.2308 -16.3636
20853 144.0000  16.3636
30853 144.0000 -16.3636
20854 146.7692  16.3636
30854 146.7692 -16.3636
20855 149.5385  16.3636
30855 149.5385 -16.3636
20856 152.3077  16.3636
30856 152.3077 -16.3636
20857 155.0769  16.3636
30857 155.0769 -16.3636
20858 157.8462  16.3636
30858 157.8462 -16.3636
20859 160.6154  16.3636
30859 160.6154 -16.3636
20860 163.3846  16.3636
30860 163.3846 -16.3636
20861 166.1538  16.3636
30861 166.1538 -16.3636
20862 168.9231  16.3636
30862 168.9231 -16.3636
20863 171.6923  16.3636
30863 171.6923 -16.3636
20864 174.4615  16.3636
30864 174.4615 -16.3636
20865 177.2308  16.3636
30865 177.2308 -16.3636
20866 180.0000  16.3636
30866 180.0000 -16.3636
20867 182.7692  16.3636
30867 182.7692 -16.3636
20868 185.5385  16.3636
30868 185.5385 -16.3636
20869 188.3077  16.3636
30869 188.3077 -16.3636
20870 191.0769  16.3636
30870 191.0769 -16.3636
20871 193.8462  16.3636
30871 193.8462 -16.3636
20872 196.6154  16.3636
30872 196.6154 -16.3636
20873 199.3846  16.3636
30873 199.3846 -16.3636
20874 202.1538  16.3636
30874 202.1538 -16.3636
20875 204.9231  16.3636
30875 204.9231 -16.3636
20876 207.6923  16.3636
30876 207.6923 -16.3636
20877 210.4615  16.3636
30877 210.4615 -16.3636
20878 213.2308  16.3636
30878 213.2308 -16.3636
20879 216.0000  16.3636
30879 216.0000 -16.3636
20880 218.7692  16.3636
30880 218.7692 -16.3636
20881 221.5385  16.3636
30881 221.5385 -16.3636
20882 224.3077  16.3636
30882 224.3077 -16.3636
20883 227.0769  16.3636
30883 227.0769 -16.3636
20884 229.8462  16.3636
30884 229.8462 -16.3636
20885 232.6154  16.3636
30885 232.6154 -16.3636
20886 235.3846  16.3636
30886 235.3846 -16.3636
20887 238.1538  16.3636
30887 238.1538 -16.3636
20888 240.9231  16.3636
30888 240.9231 -16.3636
20889 243.6923  16.3636
30889 243.6923 -16.3636
20890 246.4615  16.3636
30890 246.4615 -16.3636
20891 249.2308  16.3636
30891 249.2308 -16.3636
20892 252.0000  16.3636
30892 252.0000 -16.3636
20893 254.7692  16.3636
30893 254.7692 -16.3636
20894 257.5385  16.3636
30894 257.5385 -16.3636
20895 260.3077  16.3636
30895 260.3077 -16.3636
20896 263.0769  16.3636
30896 263.0769 -16.3636
20897 265.8462  16.3636
30897 265.8462 -16.3636
20898 268.6154  16.3636
30898 268.6154 -16.3636
20899 271.3846  16.3636
30899 271.3846 -16.3636
20900 274.1538  16.3636
30900 274.1538 -16.3636
20901 276.9231  16.3636
30901 276.9231 -16.3636
20902 279.6923  16.3636
30902 279.6923 -16.3636
20903 282.4615  16.3636
30903 282.4615 -16.3636
20904 285.2308  16.3636
30904 285.2308 -16.3636
20905 288.0000  16.3636
30905 288.0000 -16.3636
20906 290.7692  16.3636
30906 290.7692 -16.3636
20907 293.5385  16.3636
30907 293.5385 -16.3636
20908 296.3077  16.3636
30908 296.3077 -16.3636
20909 299.0769  16.3636
30909 299.0769 -16.3636
20910 301.8462  16.3636
30910 301.8462 -16.3636
20911 304.6154  16.3636
30911 304.6154 -16.3636
20912 307.3846  16.3636
30912 307.3846 -16.3636
20913 310.1538  16.3636
30913 310.1538 -16.3636
20914 312.9231  16.3636
30914 312.9231 -16.3636
20915 315.6923  16.3636
30915 315.6923 -16.3636
20916 318.4615  16.3636
30916 318.4615 -16.3636
20917 321.2308  16.3636
30917 321.2308 -16.3636
20918 324.0000  16.3636
30918 324.0000 -16.3636
20919 326.7692  16.3636
30919 326.7692 -16.3636
20920 329.5385  16.3636
30920 329.5385 -16.3636
20921 332.3077  16.3636
30921 332.3077 -16.3636
20922 335.0769  16.3636
30922 335.0769 -16.3636
20923 337.8462  16.3636
30923 337.8462 -16.3636
20924 340.6154  16.3636
30924 340.6154 -16.3636
20925 343.3846  16.3636
30925 343.3846 -16.3636
20926 346.1538  16.3636
30926 346.1538 -16.3636
20927 348.9231  16.3636
30927 348.9231 -16.3636
20928 351.6923  16.3636
30928 351.6923 -16.3636
20929 354.4615  16.3636
30929 354.4615 -16.3636
20930 357.2308  16.3636
30930 357.2308 -16.3636
20931   0.0000  19.0909
30931   0.0000 -19.0909
20932   2.8125  19.0909
30932   2.8125 -19.0909
20933   5.6250  19.0909
30933   5.6250 -19.0909
20934   8.4375  19.0909
30934   8.4375 -19.0909
20935  11.2500  19.0909
30935  11.2500 -19.0909
20936  14.0625  19.0909
30936  14.0625 -19.0909
20937  16.8750  19.0909
30937  16.8750 -19.0909
20938  19.6875  19.0909
30938  19.6875 -19.0909
20939  22.5000  19.0909
30939  22.5000 -19.0909
20940  25.3125  19.0909
30940  25.3125 -19.0909
20941  28.1250  19.0909
30941  28.1250 -19.0909
20942  30.9375  19.0909
30942  30.9375 -19.0909
20943  33.7500  19.0909
30943  33.7500 -19.0909
20944  36.5625  19.0909
30944  36.5625 -19.0909
20945  39.3750  19.0909
30945  39.3750 -19.0909
20946  42.1875  19.0909
30946  42.1875 -19.0909
20947  45.0000  19.0909
30947  45.0000 -19.0909
20948  47.8125  19.0909
30948  47.8125 -19.0909
20949  50.6250  19.0909
30949  50.6250 -19.0909
20950  53.4375  19.0909
30950  53.4375 -19.0909
20951  56.2500  19.0909
30951  56.2500 -19.0909
20952  59.0625  19.0909
30952  59.0625 -19.0909
20953  61.8750  19.0909
30953  61.8750 -19.0909
20954  64.6875  19.0909
30954  64.6875 -19.0909
20955  67.5000  19.0909
30955  67.5000 -19.0909
20956  70.3125  19.0909
30956  70.3125 -19.0909
20957  73.1250  19.0909
30957  73.1250 -19.0909
20958  75.9375  19.0909
30958  75.9375 -19.0909
20959  78.7500  19.0909
30959  78.7500 -19.0909
20960  81.5625  19.0909
30960  81.5625 -19.0909
20961  84.3750  19.0909
30961  84.3750 -19.0909
20962  87.1875  19.0909
30962  87.1875 -19.0909
20963  90.0000  19.0909
30963  90.0000 -19.0909
20964  92.8125  19.0909
30964  92.8125 -19.0909
20965  95.6250  19.0909
30965  95.6250 -19.0909
20966  98.4375  19.0909
30966  98.4375 -19.0909
20967 101.2500  19.0909
30967 101.2500 -19.0909
20968 104.0625  19.0909
30968 104.0625 -19.0909
20969 106.8750  19.0909
30969 106.8750 -19.0909
20970 109.6875  19.0909
30970 109.6875 -19.0909
20971 112.5000  19.0909
30971 112.5000 -19.0909
20972 115.3125  19.0909
30972 115.3125 -19.0909
20973 118.1250  19.0909
30973 118.1250 -19.0909
20974 120.9375  19.0909
30974 120.9375 -19.0909
20975 123.7500  19.0909
30975 123.7500 -19.0909
20976 126.5625  19.0909
30976 126.5625 -19.0909
20977 129.3750  19.0909
30977 129.3750 -19.0909
20978 132.1875  19.0909
30978 132.1875 -19.0909
20979 135.0000  19.0909
30979 135.0000 -19.0909
20980 137.8125  19.0909
30980 137.8125 -19.0909
20981 140.6250  19.0909
30981 140.6250 -19.0909
20982 143.4375  19.0909
30982 143.4375 -19.0909
20983 146.2500  19.0909
30983 146.2500 -19.0909
20984 149.0625  19.0909
30984 149.0625 -19.0909
20985 151.8750  19.0909
30985 151.8750 -19.0909
20986 154.6875  19.0909
30986 154.6875 -19.0909
20987 157.5000  19.0909
30987 157.5000 -19.0909
20988 160.3125  19.0909
30988 160.3125 -19.0909
20989 163.1250  19.0909
30989 163.1250 -19.0909
20990 165.9375  19.0909
30990 165.9375 -19.0909
20991 168.7500  19.0909
30991 168.7500 -19.0909
20992 171.5625  19.0909
30992 171.5625 -19.0909
20993 174.3750  19.0909
30993 174.3750 -19.0909
20994 177.1875  19.0909
30994 177.1875 -19.0909
20995 180.0000  19.0909
30995 180.0000 -19.0909
20996 182.8125  19.0909
30996 182.8125 -19.0909
20997 185.6250  19.0909
30997 185.6250 -19.0909
20998 188.4375  19.0909
30998 188.4375 -19.0909
20999 191.2500  19.0909
30999 191.2500 -19.0909
21000 194.0625  19.0909
31000 194.0625 -19.0909
21001 196.8750  19.0909
31001 196.8750 -19.0909
21002 199.6875  19.0909
31002 199.6875 -19.0909
21003 202.5000  19.0909
31003 202.5000 -19.0909
21004 205.3125  19.0909
31004 205.3125 -19.0909
21005 208.1250  19.0909
31005 208.1250 -19.0909
